x_traj,y_traj
7,0
6.99954308546917,0.0523572193118505
6.99817248105729,0.104698490107503
6.99588860426372,0.157007868728831
6.99269215077947,0.209269421232376
6.98858409427524,0.261467228242975
6.98356568610482,0.31358538980296
6.97763845492397,0.365608030215442
6.97080420622471,0.417519302880196
6.96306502178541,0.469303395120693
6.95442325903662,0.520944533000791
6.94488155034299,0.572426986129634
6.93444280220142,0.623735072453278
6.92311019435571,0.674853163031595
6.91088717882799,0.725765686799003
6.89777747886721,0.776457135307562
6.88378508781496,0.826912067450998
6.86891426788911,0.87711511416821
6.85316954888546,0.927050983124842
6.83655572679795,0.97670446337147
6.81907786235772,1.02606042997701
6.80074127949161,1.0751038486359
6.78155156370036,1.12381978024774
6.76151456035732,1.17219338546782
6.7406363729278,1.2202099292274
6.71892336110995,1.2678547852221
6.6963821388975,1.31511344036723
6.6730195725651,1.36197149921864
6.64884277857678,1.40841468835767
6.62385912141819,1.45442886073901
6.59807621135332,1.5
6.57150190210634,1.54511422473016
6.54414428846928,1.58975779269961
6.51601170383627,1.63391710504508
6.48711271766513,1.67757871041224
6.45745613286697,1.72072930905314
6.42705098312484,1.76335575687742
6.39590653014188,1.80544506945614
6.36403226082017,1.84698442597697
6.33143788437091,1.88796117314951
6.29813332935693,1.92836282905962
6.26412874066832,1.96817708697152
6.22943447643218,2.00739181907657
6.19406110485751,2.0459950801875
6.15801940101595,2.08397511137699
6.12132034355964,2.12132034355964
6.08397511137699,2.15801940101595
6.0459950801875,2.19406110485751
6.00739181907657,2.22943447643218
5.96817708697152,2.26412874066832
5.92836282905962,2.29813332935693
5.88796117314951,2.33143788437091
5.84698442597698,2.36403226082017
5.80544506945614,2.39590653014188
5.76335575687742,2.42705098312484
5.72072930905314,2.45745613286698
5.67757871041224,2.48711271766512
5.63391710504508,2.51601170383627
5.58975779269961,2.54414428846928
5.54511422473016,2.57150190210634
5.5,2.59807621135332
5.45442886073901,2.62385912141819
5.40841468835767,2.64884277857678
5.36197149921864,2.6730195725651
5.31511344036723,2.6963821388975
5.2678547852221,2.71892336110995
5.2202099292274,2.7406363729278
5.17219338546782,2.76151456035732
5.12381978024774,2.78155156370036
5.0751038486359,2.80074127949161
5.02606042997701,2.81907786235773
4.97670446337147,2.83655572679795
4.92705098312484,2.85316954888546
4.87711511416821,2.86891426788911
4.826912067451,2.88378508781496
4.77645713530756,2.89777747886721
4.725765686799,2.91088717882799
4.6748531630316,2.92311019435571
4.62373507245328,2.93444280220142
4.57242698612963,2.94488155034299
4.52094453300079,2.95442325903662
4.46930339512069,2.96306502178541
4.4175193028802,2.97080420622471
4.36560803021544,2.97763845492397
4.31358538980296,2.98356568610482
4.26146722824297,2.98858409427524
4.20926942123238,2.99269215077947
4.15700786872883,2.99588860426372
4.1046984901075,2.99817248105729
4.05235721931185,2.99954308546917
4,3
3.94764278068815,2.99954308546917
3.8953015098925,2.99817248105729
3.84299213127117,2.99588860426372
3.79073057876762,2.99269215077947
3.73853277175703,2.98858409427524
3.68641461019704,2.98356568610482
3.63439196978456,2.97763845492397
3.5824806971198,2.97080420622471
3.53069660487931,2.96306502178541
3.47905546699921,2.95442325903662
3.42757301387037,2.94488155034299
3.37626492754672,2.93444280220142
3.3251468369684,2.92311019435571
3.274234313201,2.91088717882799
3.22354286469244,2.89777747886721
3.173087932549,2.88378508781496
3.12288488583179,2.86891426788911
3.07294901687516,2.85316954888546
3.02329553662853,2.83655572679795
2.97393957002299,2.81907786235773
2.9248961513641,2.80074127949161
2.87618021975226,2.78155156370036
2.82780661453218,2.76151456035732
2.7797900707726,2.7406363729278
2.7321452147779,2.71892336110995
2.68488655963277,2.6963821388975
2.63802850078136,2.6730195725651
2.59158531164233,2.64884277857678
2.54557113926099,2.62385912141819
2.5,2.59807621135332
2.45488577526984,2.57150190210634
2.41024220730039,2.54414428846928
2.36608289495492,2.51601170383627
2.32242128958776,2.48711271766512
2.27927069094686,2.45745613286698
2.23664424312258,2.42705098312484
2.19455493054386,2.39590653014188
2.15301557402303,2.36403226082017
2.11203882685049,2.33143788437091
2.07163717094038,2.29813332935693
2.03182291302848,2.26412874066832
1.99260818092343,2.22943447643218
1.9540049198125,2.19406110485751
1.91602488862301,2.15801940101595
1.87867965644036,2.12132034355964
1.84198059898405,2.08397511137699
1.80593889514249,2.0459950801875
1.77056552356782,2.00739181907657
1.73587125933168,1.96817708697152
1.70186667064307,1.92836282905962
1.66856211562909,1.88796117314951
1.63596773917983,1.84698442597697
1.60409346985812,1.80544506945614
1.57294901687516,1.76335575687742
1.54254386713302,1.72072930905314
1.51288728233488,1.67757871041224
1.48398829616373,1.63391710504508
1.45585571153072,1.58975779269961
1.42849809789366,1.54511422473016
1.40192378864668,1.5
1.37614087858181,1.45442886073901
1.35115722142322,1.40841468835767
1.3269804274349,1.36197149921864
1.3036178611025,1.31511344036723
1.28107663889005,1.2678547852221
1.2593636270722,1.2202099292274
1.23848543964268,1.17219338546782
1.21844843629964,1.12381978024774
1.19925872050839,1.0751038486359
1.18092213764227,1.02606042997701
1.16344427320205,0.97670446337147
1.14683045111454,0.927050983124842
1.13108573211089,0.87711511416821
1.11621491218504,0.826912067450998
1.10222252113279,0.776457135307562
1.08911282117201,0.725765686799003
1.07688980564429,0.674853163031595
1.06555719779858,0.623735072453278
1.05511844965701,0.572426986129634
1.04557674096338,0.520944533000791
1.03693497821459,0.469303395120693
1.02919579377529,0.417519302880196
1.02236154507603,0.365608030215442
1.01643431389518,0.31358538980296
1.01141590572476,0.261467228242975
1.00730784922053,0.209269421232376
1.00411139573628,0.157007868728831
1.00182751894271,0.104698490107503
1.00045691453083,0.0523572193118505
1,0
6.99939078062557,0.069809625749134
6.99893386609474,0.122166845060985
6.99756326168285,0.174508115856637
6.99527938488929,0.226817494477966
6.99208293140504,0.27907904698151
6.9879748749008,0.331276853992109
6.98295646673038,0.383395015552095
6.97702923554953,0.435417655964576
6.97019498685028,0.48732892862933
6.96245580241098,0.539113020869827
6.95381403966219,0.590754158749925
6.94427233096856,0.642236611878768
6.93383358282698,0.693544698202412
6.92250097498127,0.744662788780729
6.91027795945355,0.795575312548137
6.89716825949277,0.846266761056696
6.88317586844052,0.896721693200132
6.86830504851467,0.946924739917344
6.85256032951103,0.996860608873976
6.83594650742352,1.0465140891206
6.81846864298329,1.09587005572614
6.80013206011717,1.14491347438503
6.78094234432593,1.19362940599687
6.76090534098289,1.24200301121696
